pledge_id,project_id,backer_id,amount,pledged_at,status,voting_power
2b9a5609-ce77-48e8-8b31-f54c5f5bf360,a1689ef5-1b44-4855-ba36-fbff764bd2c8,c14609d7-3c19-4b67-a18d-eee2fddf5adc,7109.11,2025-02-28 00:13:51,1,7109.11
1bdb7d62-7ba7-4945-8a48-d21bdf8da912,a1689ef5-1b44-4855-ba36-fbff764bd2c8,c157b3c0-ce0e-4d08-aac8-bbe1fc69cc56,14147.46,2025-03-24 00:48:45,1,14147.46
385d5226-38d1-4c8d-a4c0-4da30d7d42b2,a1689ef5-1b44-4855-ba36-fbff764bd2c8,e58daa0c-8b2c-47e1-88a4-f451bf46919d,11553.56,2025-02-18 03:12:56,1,11553.56
a61f69f1-cdd6-40da-8f29-16a367deaa36,a1689ef5-1b44-4855-ba36-fbff764bd2c8,059c6788-9cb8-476a-888e-f5dcca662832,13127.51,2025-03-23 08:56:07,1,13127.51
6f2db526-2dd5-4cef-9386-7bda605a841f,a1689ef5-1b44-4855-ba36-fbff764bd2c8,204e78b9-ea44-4522-99a7-f0255068b85e,16231.21,2025-02-19 09:04:57,1,16231.21
4dbf7202-d292-414e-acc6-11865d252ec8,a1689ef5-1b44-4855-ba36-fbff764bd2c8,f0e352b3-7f8d-478f-9106-ebbb1b27775e,9072.43,2025-03-21 01:57:41,1,9072.43
f3212ecd-45d1-43fd-867a-03acb0045a34,a1689ef5-1b44-4855-ba36-fbff764bd2c8,7bc9e122-7111-4994-ad35-7e693a68c936,16933.07,2025-03-07 00:50:42,1,16933.07
36082173-f7eb-4f53-a456-a09bba28fe49,a1689ef5-1b44-4855-ba36-fbff764bd2c8,ac6e4be8-aed0-4d6d-8340-48075b95bc38,2072.17,2025-02-22 07:52:35,1,2072.17
548ba303-782f-4933-b1b2-cbf1b408bf5d,a1689ef5-1b44-4855-ba36-fbff764bd2c8,765f200c-cc07-46a7-8b23-28ac9ccc6cdc,4423.01,2025-02-26 11:06:39,1,4423.01
123a3c6c-5521-495d-b358-9c911829245a,a1689ef5-1b44-4855-ba36-fbff764bd2c8,1499cfe7-2131-4bce-91dc-fbc65fd439db,582.04,2025-03-01 07:10:02,1,582.04
9ac81b15-daa3-4274-aea0-d013cd406edc,a1689ef5-1b44-4855-ba36-fbff764bd2c8,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,5735.93,2025-02-21 08:10:07,1,5735.93
df9ec4a7-ff93-48ca-8d42-991b346c79e0,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,76daaa24-cee6-4a24-a996-f43920634279,8394.75,2025-10-22 12:27:56,1,8394.75
e59e70cc-8515-4fe5-a4b0-cb07974f8b63,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,3a689d74-ade4-4983-9556-a610356f846b,3286.07,2025-08-28 00:10:30,1,3286.07
6bf7937c-ede2-4b0a-8087-79dddc578259,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,059c6788-9cb8-476a-888e-f5dcca662832,7085.27,2025-10-30 00:32:13,1,7085.27
e579086d-6103-462c-a93b-4ab2ca6a953a,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,37985803-0226-481c-bf4a-c28a0d48ac1a,7595.82,2025-09-17 03:25:21,1,7595.82
888bdaf7-0229-4d75-b961-1d9aca899c90,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,dc9ba8fa-a0fd-48e7-a8e5-83773163eb6f,6196.1,2025-09-07 11:43:56,1,6196.1
71ba4965-7d9a-4abb-bb1a-be5982b9760a,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,8027.71,2025-11-03 07:55:45,1,8027.71
495edf15-5465-4029-b936-84ddd6026605,4a961735-ba1b-4de8-8ff1-fb7e8ce615bd,13dfd635-2f32-4b4a-b122-531e0bf6de3b,6903.26,2025-08-29 01:40:20,1,6903.26
91da4ce2-3965-45c7-946a-1304fda9f3cd,a2f8dfa3-35f0-4f6d-8c30-6dec49bad1a3,24f85b6d-5630-40b6-b3be-72ffc4859b12,3187.69,2025-07-14 14:09:44,1,3187.69
1995668d-60fb-4059-ac49-b0b47cbb1f93,a2f8dfa3-35f0-4f6d-8c30-6dec49bad1a3,78b54723-63fe-4106-b8b8-f6fd638f63d8,10870.45,2025-06-29 17:10:40,1,10870.45
5ab8b630-e85e-4a4a-bf1d-879770083afb,a2f8dfa3-35f0-4f6d-8c30-6dec49bad1a3,abf2b27f-b1b2-4d42-a87d-c169a70156bd,9056.09,2025-07-11 02:16:38,1,9056.09
5216f4dd-9e08-4579-973d-4610f21c098c,551d2098-e835-4af3-9236-a8e3f19865e1,302fab04-c0af-4cc7-9b99-30019db55613,3420.33,2025-04-25 16:33:41,1,3420.33
65dc1551-d38a-48b1-8a33-5bb4630632aa,551d2098-e835-4af3-9236-a8e3f19865e1,8da92246-861f-4bae-8694-ae566979e6ee,27349.08,2025-05-07 09:02:42,1,27349.08
c5223bee-6d07-429e-a616-affd9212e477,3cebd948-18c3-4d13-ac25-746c7f072a3d,059c6788-9cb8-476a-888e-f5dcca662832,1416.57,2025-09-18 12:10:41,1,1416.57
f97de70a-4e97-4627-99da-c90b48daf2c5,3cebd948-18c3-4d13-ac25-746c7f072a3d,a6e4555e-ecf0-4643-8a08-2536df3aa72a,7757.92,2025-09-18 18:14:43,1,7757.92
ef36eec2-5578-44d8-9948-7344aa9586be,3cebd948-18c3-4d13-ac25-746c7f072a3d,f9c01544-b812-495e-9984-6ca56fb52c63,4430.05,2025-09-16 10:55:09,1,4430.05
4bd2d830-17a8-4c02-842c-18d2061a2482,94f47381-554a-4e5b-a914-127837f97dc0,2ea8c814-94bf-449f-b51c-1b7c5cfa9397,8642.33,2025-12-15 07:02:52,1,8642.33
5391ce8b-5367-4f39-9df3-e6c3a6a587a7,94f47381-554a-4e5b-a914-127837f97dc0,9bad450a-90a1-464c-83fd-fc4b3dac7d85,6930.65,2025-12-11 01:20:49,1,6930.65
d2059e69-f120-4785-bcfd-2399d20882d2,94f47381-554a-4e5b-a914-127837f97dc0,d096c6b5-f10c-4e03-a310-d3416c46c51d,4287.2,2025-12-19 09:46:37,1,4287.2
8eadb911-82c5-4b5e-b9c2-3db9e92cb163,94f47381-554a-4e5b-a914-127837f97dc0,5e6ee33a-19c9-4281-a892-1a4c34c6fcc3,4230.26,2025-12-16 06:16:28,1,4230.26
42af5df8-b3e5-4019-967f-7bedd8b5f5a9,a8f66a93-e473-42e7-be82-d523c863c98d,33fa1fe5-a6d3-4213-b2fb-90b40257259f,47664.39,2025-11-11 14:30:47,1,47664.39
e1bb6833-f8a7-4d52-8e6b-da12be927472,a8f66a93-e473-42e7-be82-d523c863c98d,10ca1b80-888b-4cab-a51d-37f7fcd962d8,25691.36,2025-10-28 22:45:53,1,25691.36
b3b401fb-b55f-44e8-b318-00631e4db2e1,a8f66a93-e473-42e7-be82-d523c863c98d,dc5257e4-9130-455a-a5e1-d5e9e3bbcd12,32261.46,2025-10-05 06:40:00,1,32261.46
f66a0a39-76b1-435d-a5e5-8ca2c7450a00,a8f66a93-e473-42e7-be82-d523c863c98d,4c5cdb86-231c-4c26-b415-74572ed65dd0,49791.42,2025-10-21 14:56:38,1,49791.42
8f179246-53cb-4153-a6d5-92e05123fd76,a8f66a93-e473-42e7-be82-d523c863c98d,5ea69b3a-bbb2-42e2-91a9-87c61e338e0a,43186.64,2025-11-11 22:54:02,1,43186.64
e8d80f7a-9460-4a4c-9810-22d2cf4c0f65,897f1dfc-41e8-41d6-93d5-0e84ca18e145,e5315912-8421-438f-93d3-71111e7168c3,23275.31,2025-09-22 17:06:50,1,23275.31
33b816c6-83a2-40fd-b8ae-61f8be234830,897f1dfc-41e8-41d6-93d5-0e84ca18e145,48fc9d41-0e6f-4fdb-9904-43627276b8f5,6223.77,2025-11-03 19:14:53,1,6223.77
9ab1850e-9091-49b5-8ab1-55e0b186ec2e,897f1dfc-41e8-41d6-93d5-0e84ca18e145,3a689d74-ade4-4983-9556-a610356f846b,14244.61,2025-09-17 07:28:42,1,14244.61
d4fc5fdc-4d77-4549-ab98-15a10926a21a,897f1dfc-41e8-41d6-93d5-0e84ca18e145,fafa2f18-f005-43a6-bd93-8f7d7312b6f4,22912.98,2025-09-23 05:18:23,1,22912.98
c855bcab-44cf-436d-a0ba-a5cd4ead3148,897f1dfc-41e8-41d6-93d5-0e84ca18e145,b9b75a33-dc12-47c3-9f3a-c061dfd2b6ef,14757.98,2025-10-10 22:23:53,1,14757.98
01fd212b-a8c4-498c-8c0b-777dc105374e,ca211398-2d28-4330-a941-86d02f06ff44,aa741ef9-1904-439d-b76a-22c786ebf0e1,4445.18,2025-08-31 11:41:41,1,4445.18
7d37fc43-9c59-4b5f-bf58-3c8798428df8,ca211398-2d28-4330-a941-86d02f06ff44,b9868c07-bf17-4662-b184-31b7d6c43bdc,968.89,2025-08-15 10:48:12,1,968.89
d5c85f41-80fb-489c-a847-7b7606d06580,ca211398-2d28-4330-a941-86d02f06ff44,1e8798d3-2116-4967-a847-38fe65b4c09c,2698.57,2025-08-20 18:25:17,1,2698.57
70ab1c28-284c-4334-8cd3-41e8b1c2cf0c,ca211398-2d28-4330-a941-86d02f06ff44,a193c401-fa34-46ee-a987-dad71cca296b,5611.87,2025-09-13 18:18:38,1,5611.87
d4639a7e-5a9c-46fa-af08-55dc377d80af,1d2952bf-fd76-49d0-b4f3-f8ecf8751b82,c2c15428-d74d-49b7-b3d3-9fc86e5b0a0c,9414.3,2025-11-01 17:54:54,1,9414.3
28ea92ca-a6cf-4cca-8c65-c403a4d88d95,1d2952bf-fd76-49d0-b4f3-f8ecf8751b82,8f8c0f12-91e9-4271-a1a5-9e038bcf5e07,3355.49,2025-10-11 20:53:29,1,3355.49
c4333276-d954-4404-a389-34d9eb426ac8,1d2952bf-fd76-49d0-b4f3-f8ecf8751b82,a7dadbc6-f9db-4e96-a522-10731decb99b,11450.29,2025-10-27 17:59:54,1,11450.29
54f94501-da61-49ff-9247-69949d76d7a6,67c53a10-ad43-4ecb-a512-1dd20fd7060e,d24b6931-04cb-4b36-be6a-aea7cffd4d1d,2791.8,2025-11-17 12:01:06,1,2791.8
c3424124-037f-4c94-95e5-621175568178,67c53a10-ad43-4ecb-a512-1dd20fd7060e,e14551bd-1600-4cd4-89dd-49916e81ae31,212.58,2025-12-07 05:27:25,1,212.58
6387966b-792c-4897-9a8e-290e6c28bf42,67c53a10-ad43-4ecb-a512-1dd20fd7060e,e6a7d74a-ee6d-4663-a01d-c8cac5502d57,4754.55,2025-11-13 01:07:10,1,4754.55
b9faf4c4-5212-4272-99f7-6a9470fdbf6f,67c53a10-ad43-4ecb-a512-1dd20fd7060e,be60e060-3a52-488f-beba-961dd5b4ff13,4749.5,2025-12-24 19:38:31,1,4749.5
3c2c2ede-2a8b-4a08-923f-f3548cbb045f,67c53a10-ad43-4ecb-a512-1dd20fd7060e,6e9a5c2b-d12b-4ee1-a236-278b03150ab7,3235.93,2025-12-27 18:13:14,1,3235.93
24d41ac1-9228-43d4-8376-c71b2dd3471e,67c53a10-ad43-4ecb-a512-1dd20fd7060e,c14609d7-3c19-4b67-a18d-eee2fddf5adc,6778.95,2025-11-28 03:34:19,1,6778.95
49f96401-3d71-46d6-9b0c-b089e1dadace,67c53a10-ad43-4ecb-a512-1dd20fd7060e,456cc17f-1208-4657-ae35-3214aa663e3c,2933.08,2025-11-18 17:04:42,1,2933.08
639ac5a8-07ba-461c-a88a-8be9ad679a75,67c53a10-ad43-4ecb-a512-1dd20fd7060e,287bd990-273c-4178-970e-25084e4130e4,5248.89,2025-11-18 12:51:19,1,5248.89
0d61b21b-d7e6-4706-b34c-0827b69d1e3f,d24e78ac-2b20-48bb-928b-2375edb53dae,2d76effa-912e-4db9-b73a-230a966c4fd9,3222.07,2025-05-04 05:09:54,1,3222.07
1bf8c4fe-9405-4c40-8253-1109a40aa397,d24e78ac-2b20-48bb-928b-2375edb53dae,428312d5-e086-4a71-8e5f-a832ff8b7aea,5816.34,2025-04-06 02:24:08,1,5816.34
a13224e1-25d2-4b75-be28-1e23343eecd0,d0d4eac4-70e8-450a-bcb9-703fc1140df6,765f200c-cc07-46a7-8b23-28ac9ccc6cdc,9273.91,2025-11-18 01:30:14,1,9273.91
d1e959e1-3520-45cf-a3a9-88e54b831a3f,737cd8f4-dbbe-4159-94b6-c3fc1f6d86bb,19c45f22-ed3a-423f-a8d2-222735ca3663,961.68,2025-02-10 11:41:14,1,961.68
