vote_id,milestone_id,backer_id,vote_weight,approval,voted_at
b3ba6938-b44e-4a63-8503-9bc17a58af6f,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,085af470-aaf6-4669-a024-0bb5bbfa8c20,4764.13,1,2025-04-18 18:02:01
ce39c0b3-215e-4970-8f98-252c1611bf34,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,a2d9a223-3b24-4165-b4f5-341c609535da,6892.24,1,2025-04-21 18:02:01
12c8b46f-a999-49b7-b5ac-73d9e5f89a6d,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,3275c12c-1d43-4913-a672-292217451b0d,8034.14,1,2025-04-22 18:02:01
95602ae3-eb4e-4cac-a301-013f11c7976c,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,8a6c6894-4c8c-49cb-a558-d221a9fdafb2,1404.27,1,2025-04-21 18:02:01
9b3bedcc-1bc1-4b81-bca9-77dceff38e41,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,78ee99ed-b623-4ba0-a702-aebb67282845,1794.73,1,2025-04-19 18:02:01
0703dd17-97fa-423c-8187-ff44d8046337,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,ba5b8d20-1154-4634-aef7-3b04c2c22641,5473.94,1,2025-04-22 18:02:01
5a7667cf-a0e9-4bfa-9d76-25d61ee8533a,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,bfc05b8a-bd61-4fcd-900d-3771d1794f15,9119.1,1,2025-04-19 18:02:01
7bc87d49-819c-46f8-94bd-d5e7f8c2ac2b,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,311f7c77-1bf9-4657-bd63-cfee0903b6d4,7380.77,1,2025-04-19 18:02:01
c8b13b39-8121-4918-a3b7-e3241242dcc3,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,450fa48b-6c8d-426a-ab09-4aea449c31cd,8253.83,1,2025-04-20 18:02:01
e79e47ba-8877-4d3f-adbb-8c83eaf226e0,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,e8da9445-17fe-478a-9aca-b0a463f7f161,15138.51,1,2025-04-20 18:02:01
94405cd0-0091-45a9-836d-078bed01dd7a,a55ef1d1-fc52-45a8-8d7e-e3506537a7c2,3b42766d-85d6-4f6d-875e-b2c5bf32eec5,16871.61,1,2025-04-18 18:02:01
0c06d6f3-9006-4af7-abc9-68e61862dc70,ce62e622-63d2-4333-81e8-af9900ae9406,085af470-aaf6-4669-a024-0bb5bbfa8c20,4764.13,1,2025-05-19 18:02:01
2e21db63-096a-4a01-be40-89c05d710ca0,ce62e622-63d2-4333-81e8-af9900ae9406,a2d9a223-3b24-4165-b4f5-341c609535da,6892.24,1,2025-05-22 18:02:01
b7b3e074-5af7-4bda-a847-7b15a6723e9b,ce62e622-63d2-4333-81e8-af9900ae9406,3275c12c-1d43-4913-a672-292217451b0d,8034.14,1,2025-05-19 18:02:01
88409cf3-6606-4a90-8136-588ff32e905d,ce62e622-63d2-4333-81e8-af9900ae9406,8a6c6894-4c8c-49cb-a558-d221a9fdafb2,1404.27,1,2025-05-18 18:02:01
73bc5313-9f87-4819-8837-2978ba0c5c60,ce62e622-63d2-4333-81e8-af9900ae9406,78ee99ed-b623-4ba0-a702-aebb67282845,1794.73,1,2025-05-22 18:02:01
314353cb-9d57-4edf-b0a3-bfb42cfe2af8,ce62e622-63d2-4333-81e8-af9900ae9406,ba5b8d20-1154-4634-aef7-3b04c2c22641,5473.94,1,2025-05-22 18:02:01
68fc2086-63b3-4cd2-9c83-902da5e047d8,ce62e622-63d2-4333-81e8-af9900ae9406,bfc05b8a-bd61-4fcd-900d-3771d1794f15,9119.1,1,2025-05-22 18:02:01
f5745805-fe9e-4836-8102-f24b684eb265,ce62e622-63d2-4333-81e8-af9900ae9406,311f7c77-1bf9-4657-bd63-cfee0903b6d4,7380.77,1,2025-05-20 18:02:01
50575e9f-a080-4ebb-8adb-d9c8aa90df26,ce62e622-63d2-4333-81e8-af9900ae9406,450fa48b-6c8d-426a-ab09-4aea449c31cd,8253.83,1,2025-05-19 18:02:01
b17a7823-9297-4567-9b61-5547fad923fd,ce62e622-63d2-4333-81e8-af9900ae9406,e8da9445-17fe-478a-9aca-b0a463f7f161,15138.51,1,2025-05-18 18:02:01
12a6d120-ec0e-449a-b329-8f5d8816382c,ce62e622-63d2-4333-81e8-af9900ae9406,3b42766d-85d6-4f6d-875e-b2c5bf32eec5,16871.61,1,2025-05-18 18:02:01
60750d1d-f8fd-471d-9cfd-d067f1229803,e24d17a7-062e-4fba-bcf9-07fe02d7e9d9,085af470-aaf6-4669-a024-0bb5bbfa8c20,4764.13,1,2025-06-19 18:02:01
157c68ef-a872-435a-9f58-8c42146c73ab,e24d17a7-062e-4fba-bcf9-07fe02d7e9d9,a2d9a223-3b24-4165-b4f5-341c609535da,6892.24,1,2025-06-18 18:02:01
f2c31829-59d0-4a7f-a9c2-f3701d5e32ba,e24d17a7-062e-4fba-bcf9-07fe02d7e9d9,3275c12c-1d43-4913-a672-292217451b0d,8034.14,1,2025-06-20 18:02:01
9aadece0-8fdc-4b9f-a897-7c1115bb86f5,e24d17a7-062e-4fba-bcf9-07fe02d7e9d9,8a6c6894-4c8c-49cb-a558-d221a9fdafb2,1404.27,1,2025-06-18 18:02:01
